transaction_id,transaction_timestamp,transaction_type,merchant_category,amount,transaction_status,sender_age_group,receiver_age_group,sender_state,sender_bank,receiver_bank,device_type,network_type,fraud_flag,year,month,month_name,quarter,transaction_date
168,18-08-2024 09:16,P2M,Entertainment,578,SUCCESS,26-35,18-25,Andhra Pradesh,HDFC,HDFC,Android,4G,0,2024,8,August,Q3,18-08-2024
169,20-07-2024 20:07,P2M,Food,232,FAILED,26-35,26-35,Andhra Pradesh,Axis,SBI,iOS,WiFi,0,2024,7,July,Q3,20-07-2024
170,30-07-2024 18:10,P2M,Fuel,2545,SUCCESS,36-45,26-35,Uttar Pradesh,SBI,SBI,iOS,4G,0,2024,7,July,Q3,30-07-2024
171,25-01-2024 07:20,P2P,Shopping,457,SUCCESS,56+,26-35,Maharashtra,SBI,IndusInd,Android,4G,0,2024,1,January,Q1,25-01-2024
172,27-09-2024 05:16,Recharge,Grocery,317,SUCCESS,26-35,18-25,Delhi,Yes Bank,IndusInd,Android,3G,0,2024,9,September,Q3,27-09-2024
173,13-08-2024 18:50,P2M,Food,132,SUCCESS,26-35,46-55,Uttar Pradesh,SBI,SBI,Android,4G,0,2024,8,August,Q3,13-08-2024
174,04-04-2024 12:34,P2P,Grocery,1414,SUCCESS,46-55,26-35,Rajasthan,IndusInd,SBI,Android,4G,0,2024,4,April,Q2,04-04-2024
175,17-03-2024 17:51,P2M,Food,355,SUCCESS,26-35,26-35,Maharashtra,SBI,Yes Bank,Android,4G,0,2024,3,March,Q1,17-03-2024
176,15-01-2024 10:49,P2M,Education,2335,SUCCESS,18-25,26-35,Maharashtra,Axis,SBI,Android,4G,0,2024,1,January,Q1,15-01-2024
177,24-09-2024 18:42,P2M,Fuel,443,SUCCESS,36-45,26-35,Andhra Pradesh,Kotak,SBI,Android,4G,0,2024,9,September,Q3,24-09-2024
178,05-05-2024 20:50,P2P,Food,167,SUCCESS,36-45,36-45,Tamil Nadu,PNB,SBI,Android,5G,0,2024,5,May,Q2,05-05-2024
179,21-07-2024 19:48,P2P,Shopping,7210,SUCCESS,26-35,18-25,Maharashtra,Axis,Axis,Android,5G,0,2024,7,July,Q3,21-07-2024
180,07-06-2024 21:47,P2P,Utilities,2148,SUCCESS,18-25,26-35,Uttar Pradesh,SBI,SBI,Android,5G,0,2024,6,June,Q2,07-06-2024
181,20-01-2024 19:24,P2M,Food,57,SUCCESS,18-25,18-25,Maharashtra,SBI,HDFC,Android,4G,0,2024,1,January,Q1,20-01-2024
182,06-12-2024 15:39,P2P,Grocery,2241,FAILED,26-35,18-25,Tamil Nadu,SBI,ICICI,Android,5G,0,2024,12,December,Q4,06-12-2024
183,21-05-2024 21:29,P2M,Shopping,1688,SUCCESS,26-35,18-25,Delhi,SBI,SBI,iOS,4G,0,2024,5,May,Q2,21-05-2024
184,26-08-2024 09:03,P2P,Healthcare,250,SUCCESS,18-25,26-35,Uttar Pradesh,SBI,Yes Bank,Android,5G,0,2024,8,August,Q3,26-08-2024
185,05-02-2024 14:15,P2P,Utilities,957,SUCCESS,26-35,46-55,Karnataka,SBI,Axis,iOS,WiFi,0,2024,2,February,Q1,05-02-2024
186,05-03-2024 17:03,Bill Payment,Shopping,2555,SUCCESS,26-35,46-55,Gujarat,Axis,PNB,Android,4G,0,2024,3,March,Q1,05-03-2024
187,19-02-2024 14:56,P2P,Shopping,6786,SUCCESS,56+,36-45,Karnataka,PNB,Yes Bank,Android,4G,0,2024,2,February,Q1,19-02-2024
188,25-06-2024 18:04,P2M,Shopping,1108,SUCCESS,18-25,36-45,Gujarat,PNB,ICICI,Android,5G,0,2024,6,June,Q2,25-06-2024
189,23-06-2024 01:12,P2M,Fuel,503,SUCCESS,36-45,36-45,Delhi,Kotak,PNB,iOS,5G,0,2024,6,June,Q2,23-06-2024
190,02-11-2024 14:06,Bill Payment,Grocery,1990,SUCCESS,18-25,26-35,Tamil Nadu,ICICI,Yes Bank,Android,5G,0,2024,11,November,Q4,02-11-2024
191,07-11-2024 16:22,P2P,Shopping,1838,SUCCESS,36-45,26-35,Karnataka,HDFC,ICICI,Android,3G,0,2024,11,November,Q4,07-11-2024
192,15-07-2024 21:31,P2P,Food,744,SUCCESS,26-35,46-55,Telangana,Axis,SBI,Android,4G,0,2024,7,July,Q3,15-07-2024
193,14-01-2024 21:13,P2M,Grocery,831,SUCCESS,18-25,36-45,Karnataka,SBI,PNB,Android,4G,0,2024,1,January,Q1,14-01-2024
194,02-02-2024 20:17,P2M,Other,1487,SUCCESS,18-25,18-25,Tamil Nadu,PNB,SBI,Android,4G,0,2024,2,February,Q1,02-02-2024
195,06-02-2024 19:21,Bill Payment,Food,303,SUCCESS,26-35,18-25,Telangana,PNB,Yes Bank,iOS,3G,0,2024,2,February,Q1,06-02-2024
196,07-12-2024 21:46,Bill Payment,Utilities,5798,SUCCESS,36-45,56+,Rajasthan,Axis,PNB,Android,WiFi,0,2024,12,December,Q4,07-12-2024
197,23-03-2024 21:20,P2P,Grocery,1490,FAILED,36-45,26-35,Maharashtra,SBI,ICICI,Android,4G,0,2024,3,March,Q1,23-03-2024
198,19-04-2024 20:35,P2P,Other,1092,SUCCESS,26-35,26-35,Uttar Pradesh,IndusInd,Yes Bank,iOS,4G,0,2024,4,April,Q2,19-04-2024
199,11-05-2024 17:56,P2M,Transport,268,SUCCESS,36-45,56+,Delhi,Axis,ICICI,Android,4G,0,2024,5,May,Q2,11-05-2024
200,06-03-2024 00:47,Bill Payment,Entertainment,1659,FAILED,36-45,18-25,Tamil Nadu,SBI,Axis,Android,4G,0,2024,3,March,Q1,06-03-2024
201,07-03-2024 14:29,Recharge,Food,772,SUCCESS,36-45,18-25,Maharashtra,ICICI,Axis,Android,WiFi,0,2024,3,March,Q1,07-03-2024
202,12-10-2024 11:19,P2M,Grocery,447,SUCCESS,46-55,36-45,Rajasthan,HDFC,IndusInd,Android,4G,0,2024,10,October,Q4,12-10-2024
203,24-09-2024 17:28,Bill Payment,Utilities,321,SUCCESS,26-35,26-35,Tamil Nadu,PNB,IndusInd,Android,WiFi,0,2024,9,September,Q3,24-09-2024
204,22-11-2024 18:55,P2M,Food,488,SUCCESS,18-25,18-25,Delhi,Kotak,PNB,Android,4G,0,2024,11,November,Q4,22-11-2024
205,21-01-2024 19:27,P2P,Food,291,SUCCESS,26-35,36-45,West Bengal,Axis,ICICI,Android,5G,0,2024,1,January,Q1,21-01-2024
206,13-09-2024 16:18,P2M,Fuel,597,SUCCESS,26-35,18-25,Uttar Pradesh,SBI,ICICI,Android,4G,0,2024,9,September,Q3,13-09-2024
207,27-12-2024 13:10,P2M,Transport,111,SUCCESS,36-45,26-35,Telangana,SBI,Yes Bank,Android,4G,0,2024,12,December,Q4,27-12-2024
208,31-03-2024 11:33,P2M,Other,728,SUCCESS,18-25,46-55,Andhra Pradesh,PNB,Kotak,Android,5G,0,2024,3,March,Q1,31-03-2024
209,20-08-2024 23:26,Bill Payment,Transport,91,SUCCESS,26-35,18-25,Gujarat,SBI,IndusInd,Android,5G,0,2024,8,August,Q3,20-08-2024
210,01-08-2024 12:21,Bill Payment,Shopping,7683,SUCCESS,18-25,18-25,Karnataka,Kotak,Axis,Android,4G,0,2024,8,August,Q3,01-08-2024
211,10-04-2024 07:06,P2P,Other,330,SUCCESS,26-35,26-35,West Bengal,SBI,ICICI,Android,4G,0,2024,4,April,Q2,10-04-2024
212,04-08-2024 09:01,Recharge,Entertainment,106,SUCCESS,36-45,26-35,Telangana,Kotak,HDFC,Android,4G,0,2024,8,August,Q3,04-08-2024
213,31-10-2024 20:07,P2P,Grocery,120,SUCCESS,26-35,36-45,Andhra Pradesh,IndusInd,HDFC,Android,4G,0,2024,10,October,Q4,31-10-2024
214,15-10-2024 21:09,P2P,Food,178,SUCCESS,18-25,18-25,Andhra Pradesh,Yes Bank,Yes Bank,Android,4G,0,2024,10,October,Q4,15-10-2024
215,07-05-2024 12:38,P2P,Grocery,343,SUCCESS,56+,26-35,Karnataka,ICICI,ICICI,Android,4G,0,2024,5,May,Q2,07-05-2024
216,28-01-2024 22:56,P2M,Healthcare,105,SUCCESS,18-25,18-25,Andhra Pradesh,Yes Bank,Axis,iOS,5G,0,2024,1,January,Q1,28-01-2024
217,02-09-2024 16:36,P2P,Utilities,2679,SUCCESS,36-45,36-45,Rajasthan,HDFC,HDFC,iOS,4G,0,2024,9,September,Q3,02-09-2024
218,27-03-2024 15:38,Bill Payment,Grocery,281,SUCCESS,26-35,26-35,Telangana,Axis,Axis,Android,4G,0,2024,3,March,Q1,27-03-2024
219,02-02-2024 16:40,Bill Payment,Entertainment,120,SUCCESS,36-45,26-35,Tamil Nadu,IndusInd,SBI,Android,4G,0,2024,2,February,Q1,02-02-2024
220,06-09-2024 07:47,P2P,Other,3324,SUCCESS,26-35,36-45,Tamil Nadu,HDFC,SBI,Android,WiFi,0,2024,9,September,Q3,06-09-2024
221,09-01-2024 08:28,P2P,Food,151,FAILED,36-45,36-45,West Bengal,SBI,HDFC,Android,4G,0,2024,1,January,Q1,09-01-2024
222,07-04-2024 11:34,P2P,Utilities,1687,SUCCESS,26-35,36-45,Uttar Pradesh,HDFC,HDFC,Android,4G,0,2024,4,April,Q2,07-04-2024
223,22-02-2024 18:40,P2P,Food,89,SUCCESS,18-25,36-45,Telangana,Axis,HDFC,iOS,4G,0,2024,2,February,Q1,22-02-2024
224,06-01-2024 15:42,Bill Payment,Entertainment,129,SUCCESS,56+,26-35,Karnataka,Axis,Yes Bank,Android,WiFi,0,2024,1,January,Q1,06-01-2024
225,09-02-2024 05:48,P2P,Grocery,188,SUCCESS,26-35,18-25,Delhi,PNB,SBI,Android,4G,0,2024,2,February,Q1,09-02-2024
226,19-04-2024 21:57,Bill Payment,Food,69,SUCCESS,18-25,26-35,Andhra Pradesh,ICICI,HDFC,Android,4G,0,2024,4,April,Q2,19-04-2024
227,06-05-2024 11:36,P2M,Grocery,263,SUCCESS,18-25,18-25,West Bengal,ICICI,Axis,Android,4G,0,2024,5,May,Q2,06-05-2024
228,26-08-2024 13:03,Bill Payment,Other,386,SUCCESS,36-45,26-35,Delhi,Yes Bank,Kotak,Android,4G,0,2024,8,August,Q3,26-08-2024
229,09-10-2024 11:26,Bill Payment,Entertainment,546,SUCCESS,18-25,18-25,Tamil Nadu,SBI,SBI,Android,4G,0,2024,10,October,Q4,09-10-2024
230,20-12-2024 17:29,Bill Payment,Healthcare,1233,SUCCESS,26-35,36-45,West Bengal,Yes Bank,PNB,Android,4G,0,2024,12,December,Q4,20-12-2024
231,13-04-2024 13:34,P2M,Utilities,5295,SUCCESS,36-45,18-25,Rajasthan,PNB,SBI,Android,4G,0,2024,4,April,Q2,13-04-2024
232,01-10-2024 00:01,P2M,Grocery,89,SUCCESS,56+,36-45,Tamil Nadu,SBI,ICICI,Android,4G,0,2024,10,October,Q4,01-10-2024
233,01-06-2024 19:45,P2M,Food,239,SUCCESS,36-45,18-25,West Bengal,PNB,IndusInd,Android,4G,0,2024,6,June,Q2,01-06-2024
234,09-03-2024 19:03,P2P,Grocery,1585,SUCCESS,56+,46-55,Telangana,Axis,IndusInd,iOS,5G,0,2024,3,March,Q1,09-03-2024
235,08-11-2024 09:04,P2M,Grocery,348,SUCCESS,18-25,26-35,Gujarat,HDFC,Yes Bank,Android,5G,0,2024,11,November,Q4,08-11-2024
236,19-12-2024 16:57,P2M,Shopping,1946,SUCCESS,36-45,18-25,Tamil Nadu,Axis,HDFC,Android,5G,0,2024,12,December,Q4,19-12-2024
237,04-07-2024 17:49,P2P,Other,321,SUCCESS,56+,36-45,Delhi,ICICI,Axis,Android,4G,0,2024,7,July,Q3,04-07-2024
238,15-06-2024 18:47,P2M,Grocery,348,SUCCESS,56+,46-55,Andhra Pradesh,SBI,Yes Bank,Android,5G,0,2024,6,June,Q2,15-06-2024
239,14-04-2024 22:44,P2P,Grocery,1509,SUCCESS,46-55,56+,Rajasthan,IndusInd,Yes Bank,Android,4G,0,2024,4,April,Q2,14-04-2024
240,28-09-2024 20:20,Bill Payment,Grocery,854,SUCCESS,46-55,26-35,Maharashtra,IndusInd,PNB,iOS,WiFi,0,2024,9,September,Q3,28-09-2024
241,21-03-2024 17:24,P2P,Healthcare,4536,FAILED,56+,26-35,Rajasthan,PNB,Axis,iOS,4G,0,2024,3,March,Q1,21-03-2024
242,19-04-2024 19:02,Bill Payment,Entertainment,116,FAILED,36-45,56+,Delhi,Yes Bank,IndusInd,Android,4G,0,2024,4,April,Q2,19-04-2024
243,19-02-2024 17:57,P2M,Grocery,417,SUCCESS,36-45,36-45,Uttar Pradesh,SBI,Axis,Web,5G,0,2024,2,February,Q1,19-02-2024
244,24-08-2024 18:24,P2P,Grocery,1242,SUCCESS,36-45,18-25,Telangana,SBI,SBI,iOS,4G,0,2024,8,August,Q3,24-08-2024
245,27-02-2024 20:23,P2M,Other,767,SUCCESS,36-45,46-55,Uttar Pradesh,Kotak,PNB,Android,WiFi,0,2024,2,February,Q1,27-02-2024
246,04-05-2024 08:53,P2M,Utilities,1849,FAILED,18-25,18-25,Karnataka,Yes Bank,PNB,Android,WiFi,0,2024,5,May,Q2,04-05-2024
247,19-07-2024 08:17,P2P,Education,3518,SUCCESS,36-45,18-25,Karnataka,Yes Bank,SBI,Android,4G,0,2024,7,July,Q3,19-07-2024
248,20-12-2024 07:30,P2P,Food,36,SUCCESS,26-35,26-35,Uttar Pradesh,Yes Bank,IndusInd,Android,4G,0,2024,12,December,Q4,20-12-2024
249,06-01-2024 09:10,P2M,Food,760,SUCCESS,46-55,46-55,Andhra Pradesh,PNB,PNB,Android,4G,0,2024,1,January,Q1,06-01-2024
250,22-03-2024 20:02,Bill Payment,Other,852,SUCCESS,36-45,56+,Maharashtra,HDFC,Yes Bank,iOS,4G,0,2024,3,March,Q1,22-03-2024
251,23-03-2024 23:29,P2P,Fuel,2521,SUCCESS,26-35,26-35,Maharashtra,PNB,ICICI,Android,5G,0,2024,3,March,Q1,23-03-2024
252,11-03-2024 23:56,Recharge,Entertainment,138,SUCCESS,18-25,18-25,Maharashtra,HDFC,Kotak,Android,WiFi,0,2024,3,March,Q1,11-03-2024
253,30-10-2024 21:46,P2P,Food,582,SUCCESS,18-25,36-45,Maharashtra,Kotak,Yes Bank,Android,4G,0,2024,10,October,Q4,30-10-2024
254,14-03-2024 10:20,Recharge,Transport,619,SUCCESS,26-35,18-25,West Bengal,IndusInd,IndusInd,iOS,WiFi,0,2024,3,March,Q1,14-03-2024
255,09-12-2024 15:59,P2M,Healthcare,705,SUCCESS,26-35,18-25,Gujarat,SBI,Yes Bank,Android,4G,0,2024,12,December,Q4,09-12-2024
256,02-10-2024 17:10,Bill Payment,Other,529,SUCCESS,26-35,36-45,Telangana,Yes Bank,SBI,iOS,4G,0,2024,10,October,Q4,02-10-2024
257,09-12-2024 09:53,P2M,Healthcare,173,SUCCESS,18-25,18-25,Karnataka,PNB,Yes Bank,Android,4G,0,2024,12,December,Q4,09-12-2024
258,11-11-2024 17:13,P2M,Food,1048,SUCCESS,18-25,18-25,Delhi,PNB,IndusInd,Android,5G,0,2024,11,November,Q4,11-11-2024
259,13-12-2024 09:51,P2P,Other,182,SUCCESS,26-35,36-45,Karnataka,Yes Bank,Yes Bank,Android,4G,0,2024,12,December,Q4,13-12-2024
260,01-11-2024 13:34,P2M,Education,1758,SUCCESS,36-45,36-45,Maharashtra,Yes Bank,IndusInd,Android,4G,0,2024,11,November,Q4,01-11-2024
261,26-09-2024 13:42,P2M,Transport,24,SUCCESS,18-25,26-35,Telangana,HDFC,PNB,Android,4G,0,2024,9,September,Q3,26-09-2024
262,18-04-2024 11:57,Bill Payment,Food,190,SUCCESS,26-35,18-25,Gujarat,SBI,Axis,iOS,4G,0,2024,4,April,Q2,18-04-2024
263,08-05-2024 12:36,P2M,Grocery,1884,SUCCESS,18-25,18-25,Maharashtra,PNB,Axis,Android,4G,0,2024,5,May,Q2,08-05-2024
264,26-12-2024 17:04,P2M,Food,68,SUCCESS,36-45,26-35,Gujarat,PNB,Yes Bank,iOS,WiFi,0,2024,12,December,Q4,26-12-2024
265,27-12-2024 18:59,Bill Payment,Other,310,SUCCESS,18-25,18-25,Karnataka,Kotak,ICICI,Android,5G,0,2024,12,December,Q4,27-12-2024
266,28-10-2024 14:01,P2P,Utilities,1526,SUCCESS,18-25,26-35,Delhi,SBI,Kotak,Android,3G,0,2024,10,October,Q4,28-10-2024
267,22-11-2024 14:59,P2M,Grocery,520,SUCCESS,36-45,36-45,Karnataka,Yes Bank,PNB,iOS,4G,0,2024,11,November,Q4,22-11-2024
268,12-10-2024 21:22,P2M,Food,415,SUCCESS,18-25,26-35,West Bengal,SBI,PNB,Android,4G,0,2024,10,October,Q4,12-10-2024
269,15-11-2024 12:02,P2P,Utilities,1921,SUCCESS,36-45,26-35,Tamil Nadu,Kotak,SBI,iOS,5G,0,2024,11,November,Q4,15-11-2024
270,11-01-2024 13:12,P2P,Other,427,SUCCESS,18-25,46-55,Uttar Pradesh,Axis,HDFC,iOS,4G,0,2024,1,January,Q1,11-01-2024
271,21-06-2024 20:33,P2P,Food,1532,SUCCESS,36-45,26-35,Maharashtra,IndusInd,HDFC,Android,WiFi,0,2024,6,June,Q2,21-06-2024
272,21-10-2024 07:42,P2P,Utilities,280,SUCCESS,26-35,18-25,Rajasthan,IndusInd,SBI,Android,4G,0,2024,10,October,Q4,21-10-2024
273,24-08-2024 16:27,P2M,Transport,238,SUCCESS,36-45,26-35,Gujarat,SBI,SBI,Android,4G,0,2024,8,August,Q3,24-08-2024
274,14-08-2024 16:23,P2P,Healthcare,222,SUCCESS,18-25,46-55,Delhi,ICICI,IndusInd,Android,5G,0,2024,8,August,Q3,14-08-2024
275,15-06-2024 22:34,Recharge,Transport,133,SUCCESS,26-35,18-25,Delhi,Yes Bank,Axis,Android,4G,0,2024,6,June,Q2,15-06-2024
276,09-07-2024 05:30,P2M,Food,273,SUCCESS,18-25,26-35,Tamil Nadu,ICICI,SBI,iOS,5G,0,2024,7,July,Q3,09-07-2024
277,15-04-2024 14:24,P2P,Food,295,SUCCESS,56+,26-35,Maharashtra,PNB,SBI,Android,4G,0,2024,4,April,Q2,15-04-2024
278,25-06-2024 12:05,P2P,Transport,151,SUCCESS,36-45,56+,Telangana,Yes Bank,SBI,iOS,5G,0,2024,6,June,Q2,25-06-2024
279,05-10-2024 22:53,P2P,Food,1185,SUCCESS,26-35,26-35,Uttar Pradesh,ICICI,HDFC,Android,4G,0,2024,10,October,Q4,05-10-2024
280,07-04-2024 11:51,P2M,Education,4571,FAILED,46-55,46-55,Karnataka,HDFC,HDFC,iOS,5G,0,2024,4,April,Q2,07-04-2024
281,25-10-2024 03:02,Bill Payment,Shopping,188,SUCCESS,18-25,26-35,Andhra Pradesh,PNB,SBI,Android,5G,0,2024,10,October,Q4,25-10-2024
282,15-03-2024 23:59,Bill Payment,Food,260,SUCCESS,18-25,26-35,Maharashtra,Axis,PNB,Android,4G,0,2024,3,March,Q1,15-03-2024
283,06-08-2024 15:54,P2M,Grocery,679,SUCCESS,18-25,36-45,Maharashtra,PNB,SBI,Android,4G,0,2024,8,August,Q3,06-08-2024
284,13-04-2024 19:56,P2P,Grocery,1241,SUCCESS,18-25,26-35,Gujarat,Yes Bank,Axis,Android,4G,0,2024,4,April,Q2,13-04-2024
285,20-03-2024 18:36,P2P,Transport,93,SUCCESS,26-35,36-45,Telangana,IndusInd,HDFC,Android,4G,0,2024,3,March,Q1,20-03-2024
286,29-12-2024 14:06,Bill Payment,Utilities,1577,SUCCESS,26-35,46-55,Andhra Pradesh,IndusInd,IndusInd,Android,4G,0,2024,12,December,Q4,29-12-2024
287,03-08-2024 08:37,P2M,Fuel,282,SUCCESS,18-25,36-45,Delhi,ICICI,HDFC,Android,4G,0,2024,8,August,Q3,03-08-2024
288,04-11-2024 07:39,Bill Payment,Fuel,474,SUCCESS,36-45,26-35,Uttar Pradesh,Axis,PNB,Android,4G,0,2024,11,November,Q4,04-11-2024
289,05-06-2024 23:20,P2M,Shopping,5634,SUCCESS,26-35,26-35,Maharashtra,Axis,HDFC,Android,4G,0,2024,6,June,Q2,05-06-2024
290,24-11-2024 15:25,P2M,Entertainment,396,SUCCESS,36-45,18-25,Maharashtra,PNB,PNB,Android,4G,0,2024,11,November,Q4,24-11-2024
291,03-02-2024 12:02,P2M,Other,669,SUCCESS,56+,46-55,Andhra Pradesh,SBI,SBI,iOS,4G,0,2024,2,February,Q1,03-02-2024
292,02-11-2024 11:14,P2M,Shopping,1078,SUCCESS,18-25,36-45,Maharashtra,HDFC,IndusInd,Android,WiFi,0,2024,11,November,Q4,02-11-2024
293,21-10-2024 18:43,P2M,Grocery,283,SUCCESS,36-45,36-45,Maharashtra,Yes Bank,PNB,iOS,5G,0,2024,10,October,Q4,21-10-2024
294,16-02-2024 21:03,P2M,Entertainment,351,SUCCESS,36-45,18-25,Uttar Pradesh,ICICI,ICICI,Android,4G,0,2024,2,February,Q1,16-02-2024
295,24-10-2024 20:32,P2P,Food,2155,SUCCESS,18-25,36-45,Tamil Nadu,ICICI,HDFC,Android,5G,0,2024,10,October,Q4,24-10-2024
296,02-02-2024 16:50,P2P,Grocery,682,SUCCESS,36-45,18-25,Tamil Nadu,SBI,Yes Bank,Android,4G,0,2024,2,February,Q1,02-02-2024
297,13-01-2024 14:03,P2P,Food,166,SUCCESS,36-45,18-25,Andhra Pradesh,SBI,PNB,iOS,4G,0,2024,1,January,Q1,13-01-2024
298,03-07-2024 22:20,P2P,Shopping,4046,SUCCESS,18-25,18-25,Gujarat,SBI,SBI,iOS,4G,0,2024,7,July,Q3,03-07-2024
299,18-09-2024 16:38,Recharge,Transport,865,SUCCESS,36-45,36-45,West Bengal,Kotak,ICICI,Android,4G,0,2024,9,September,Q3,18-09-2024
300,13-04-2024 23:31,P2P,Utilities,12568,SUCCESS,36-45,26-35,Tamil Nadu,Kotak,Axis,Android,4G,0,2024,4,April,Q2,13-04-2024
301,17-01-2024 20:01,Bill Payment,Education,10309,SUCCESS,36-45,26-35,Andhra Pradesh,HDFC,ICICI,Android,4G,0,2024,1,January,Q1,17-01-2024
302,21-01-2024 12:13,Bill Payment,Fuel,5359,SUCCESS,18-25,36-45,Gujarat,ICICI,PNB,Android,4G,0,2024,1,January,Q1,21-01-2024
303,16-04-2024 13:35,P2M,Fuel,1287,SUCCESS,26-35,18-25,Telangana,Axis,PNB,Android,5G,0,2024,4,April,Q2,16-04-2024
304,12-03-2024 20:30,P2M,Healthcare,2928,SUCCESS,36-45,18-25,West Bengal,SBI,ICICI,iOS,4G,0,2024,3,March,Q1,12-03-2024
305,07-05-2024 06:44,P2P,Transport,309,SUCCESS,36-45,18-25,Tamil Nadu,PNB,IndusInd,iOS,4G,0,2024,5,May,Q2,07-05-2024
306,09-09-2024 10:38,P2M,Grocery,167,SUCCESS,36-45,46-55,Uttar Pradesh,ICICI,Axis,iOS,4G,0,2024,9,September,Q3,09-09-2024
307,23-06-2024 19:22,P2P,Food,255,SUCCESS,36-45,18-25,Rajasthan,HDFC,PNB,iOS,4G,0,2024,6,June,Q2,23-06-2024
308,09-03-2024 20:25,P2P,Utilities,2499,SUCCESS,26-35,46-55,Karnataka,SBI,PNB,Android,4G,0,2024,3,March,Q1,09-03-2024
309,27-10-2024 00:03,P2M,Shopping,2775,SUCCESS,26-35,46-55,Gujarat,SBI,PNB,Android,WiFi,0,2024,10,October,Q4,27-10-2024
310,28-02-2024 11:14,P2P,Grocery,140,SUCCESS,36-45,36-45,West Bengal,PNB,ICICI,Android,4G,0,2024,2,February,Q1,28-02-2024
311,24-08-2024 04:40,Bill Payment,Utilities,3255,SUCCESS,18-25,46-55,Tamil Nadu,PNB,Yes Bank,iOS,4G,0,2024,8,August,Q3,24-08-2024
312,29-07-2024 18:44,Bill Payment,Fuel,935,SUCCESS,36-45,26-35,Karnataka,IndusInd,Axis,Android,5G,0,2024,7,July,Q3,29-07-2024
313,06-06-2024 20:07,P2P,Utilities,2428,SUCCESS,18-25,36-45,Uttar Pradesh,ICICI,SBI,Android,4G,0,2024,6,June,Q2,06-06-2024
314,18-10-2024 09:36,P2P,Healthcare,333,SUCCESS,18-25,26-35,West Bengal,PNB,HDFC,Android,4G,0,2024,10,October,Q4,18-10-2024
315,13-10-2024 19:36,P2P,Grocery,1037,SUCCESS,36-45,26-35,Gujarat,Axis,ICICI,Android,4G,0,2024,10,October,Q4,13-10-2024
316,24-06-2024 21:49,P2M,Other,221,SUCCESS,36-45,26-35,Gujarat,IndusInd,SBI,Android,4G,0,2024,6,June,Q2,24-06-2024
317,30-01-2024 13:44,P2M,Transport,409,SUCCESS,26-35,36-45,Andhra Pradesh,HDFC,PNB,Web,4G,0,2024,1,January,Q1,30-01-2024
318,14-07-2024 20:56,P2P,Fuel,1822,FAILED,36-45,26-35,Delhi,PNB,SBI,Android,4G,0,2024,7,July,Q3,14-07-2024
319,19-01-2024 21:36,P2P,Food,86,SUCCESS,18-25,26-35,Andhra Pradesh,SBI,Axis,Android,4G,0,2024,1,January,Q1,19-01-2024
320,23-12-2024 21:26,Bill Payment,Utilities,3310,SUCCESS,56+,18-25,Uttar Pradesh,ICICI,Kotak,iOS,4G,0,2024,12,December,Q4,23-12-2024
321,31-05-2024 16:51,P2P,Grocery,2357,SUCCESS,26-35,18-25,Uttar Pradesh,Yes Bank,PNB,iOS,4G,0,2024,5,May,Q2,31-05-2024
322,21-05-2024 07:48,P2M,Entertainment,181,SUCCESS,18-25,18-25,Maharashtra,Kotak,PNB,iOS,5G,0,2024,5,May,Q2,21-05-2024
323,24-12-2024 19:01,P2P,Transport,62,SUCCESS,26-35,56+,Delhi,Kotak,PNB,Web,4G,0,2024,12,December,Q4,24-12-2024
324,07-05-2024 10:59,P2P,Shopping,2221,SUCCESS,36-45,36-45,Delhi,ICICI,SBI,iOS,4G,0,2024,5,May,Q2,07-05-2024
325,31-10-2024 16:02,P2M,Entertainment,139,SUCCESS,36-45,36-45,Maharashtra,HDFC,IndusInd,Android,4G,0,2024,10,October,Q4,31-10-2024
326,06-03-2024 20:58,P2M,Transport,160,SUCCESS,36-45,26-35,Gujarat,Kotak,Axis,Android,4G,0,2024,3,March,Q1,06-03-2024
327,30-12-2024 14:58,P2P,Healthcare,1496,SUCCESS,36-45,36-45,Telangana,HDFC,ICICI,Android,4G,0,2024,12,December,Q4,30-12-2024
328,03-09-2024 21:58,P2M,Grocery,527,SUCCESS,46-55,26-35,Uttar Pradesh,PNB,ICICI,iOS,4G,0,2024,9,September,Q3,03-09-2024
329,10-02-2024 22:24,P2M,Entertainment,182,SUCCESS,46-55,18-25,Tamil Nadu,Axis,Yes Bank,Android,WiFi,0,2024,2,February,Q1,10-02-2024
330,12-03-2024 21:36,P2M,Entertainment,436,SUCCESS,18-25,26-35,Gujarat,HDFC,HDFC,Android,4G,0,2024,3,March,Q1,12-03-2024
331,03-10-2024 17:36,P2P,Fuel,3287,SUCCESS,18-25,18-25,Andhra Pradesh,IndusInd,HDFC,Android,4G,0,2024,10,October,Q4,03-10-2024
332,22-11-2024 22:49,P2M,Grocery,879,SUCCESS,18-25,26-35,West Bengal,PNB,SBI,iOS,4G,0,2024,11,November,Q4,22-11-2024
333,19-05-2024 09:28,P2P,Food,1445,SUCCESS,18-25,26-35,Gujarat,SBI,IndusInd,iOS,5G,0,2024,5,May,Q2,19-05-2024
334,01-10-2024 22:47,P2M,Grocery,1946,SUCCESS,36-45,18-25,Tamil Nadu,SBI,HDFC,Android,4G,0,2024,10,October,Q4,01-10-2024
335,26-11-2024 12:22,P2M,Entertainment,167,SUCCESS,46-55,36-45,Tamil Nadu,HDFC,IndusInd,Android,3G,0,2024,11,November,Q4,26-11-2024
